Основаня целевая функция;Вспомогательные функции;;;Результаты расчетов (тоже вспомогательные целевые функции);;;;;;Категорияальные переменные;;Переменные (прочерк значит, что переменные не участвуют при данном типе заканчивания или сетки);;;;;;;;;;;;;;;;;;;;;;;;
Дисконтированная прибыль;;;;Накпленная добыча жидкости;Накпленная добыча нефти;Накпленная добыча газа;Накпленная закачка воды;Обводненность на посл. Мес. Расчета;Пластовое давление на последний месяц расчета;Тип скважины (1 - ННС, 2 - ННС с ГРП, 3 - ГС, 4 - ГС с ГРП);Тип системы разработки/сетка (1 - 5-точка, 2 - 9-точка, 3 - 7-точка);Площадь на скважину;Забойное давление добывающих скв.;Забойное давление нагн. Скв.;Проницаемость;Эф. Толщина пласта;соотношение расстояний м-у скв. И рядами;Пористость;Начальная водонасыщенность;Коэф. Дейекстра (для ОФП);Давление начала выделения газа;Вязкость нефти;Объемный коэф.нефти;Плотность нефти;Вязкость воды;Объемный коэф. воды;Начальное пластовое давление;Полудлина ГРП доб.скв.;Полудлина ГРП нагн.скв.;Проницаемость ГРП;Ширина ГРП доб.скв.;Ширина ГРП нагн.скв.;Длина ГС доб;Длина ГС нагн;Кол-во ГРП на доб.скв.;Кол-во ГРП на нагн скв.
-55.753;0.191;0.901;0.154;363.829;363.829;36.383;362.562;0;257.695;2;1;23;224;336;34.51;13;0.1;0.19;0.06;0.28;77;1;1.09;0.9;0.9;1.04;306;271;287;212540;0.003;0.01;-;-;-;-
6161.942;0.776;11.946;1;5853.98;3207.39;320.739;6120.92;0.963;271.88;2;1;24;189;452;29.23;35;1.9;0.15;0.07;0.43;85;0.4;1.14;0.9;1;1.05;274;428;268;145339;0.005;0.01;-;-;-;-
-602.842;0.222;-0.06;0;91.785;68.92;6.892;106.997;0.525;229.439;2;1;31;77;456;0.64;3;1.6;0.11;0.1;0.47;111;1.2;1.18;0.7;0.3;0.99;215;373;421;278928;0.002;0.01;-;-;-;-
3021.115;0.154;5.9;1;2857.46;2857.46;285.746;2626.81;0;239.884;2;1;91;192;352;38.58;34;2.4;0.18;0.09;0.02;248;0.8;1.11;0.8;1;1.04;343;122;142;58138;0.001;0.01;-;-;-;-
810.856;0.358;2.347;0.63;1284.963;1244.78;124.478;1228.72;0.041;157.893;2;1;73;90;404;37.45;8;1.6;0.19;0.2;0.02;137;0.6;1.02;0.8;1;1.02;245;471;75;83285;0.001;0.01;-;-;-;-
-653.543;0.053;-0.066;0;49.89;46.442;4.644;57.298;0.069;257.487;2;1;87;226;343;7.34;2;0.2;0.17;0.15;0.34;79;0.4;1.11;0.9;0.3;1.03;240;356;422;77749;0.005;0.01;-;-;-;-
5450.462;0.251;9.818;1;5240.78;5240.78;524.078;6315.64;0;198.611;2;1;93;10;451;14.63;40;0.5;0.18;0.06;0.47;270;0.4;1.2;0.8;0.7;0.98;231;498;275;17153;0.004;0.01;-;-;-;-
1563.318;0.22;3.642;1;2018.899;1724.82;172.482;1952.16;0.148;202.031;2;1;60;75;333;10.99;28;0.4;0.15;0.17;0.47;65;0.8;1.07;0.9;0.5;1.05;268;94;329;26214;0.001;0.01;-;-;-;-
-393.823;0.266;0.368;0.014;274.627;274.627;27.463;312.058;0;177.249;2;1;99;109;403;38.79;2;0.3;0.18;0.08;0.07;108;0.6;1.22;0.7;1;1.05;221;454;281;51466;0.003;0.01;-;-;-;-
13831.61;0.599;24.63;1;25272.52;7134.42;713.442;26635.1;0.901;263.547;2;1;52;160;498;39.3;50;3.1;0.18;0.18;0.18;203;0.9;1.25;0.9;0.4;1.02;339;80;402;262455;0.002;0.01;-;-;-;-
4252.684;0.332;8.226;1;4008.115;3922.54;392.254;4975.56;0.185;265.255;2;1;56;238;396;22.25;39;1.9;0.18;0.08;0.31;79;0.7;1.23;0.9;0.7;0.98;276;183;418;283339;0.002;0.01;-;-;-;-
886.775;0.772;2.569;1;4428.256;655.636;65.564;4475.13;0.997;247.38;2;1;27;106;499;35.5;6;1.3;0.16;0.12;0.09;51;0.7;1.08;0.7;0.3;1;277;386;439;238553;0.002;0.01;-;-;-;-
2133.79;0.215;4.591;1;2491.669;2397.38;239.738;2606.46;0.241;283.041;2;1;63;229;351;26.88;24;1.3;0.2;0.02;0.18;258;1.4;1.07;0.9;0.3;1.02;282;145;75;102903;0.002;0.01;-;-;-;-
7357.523;0.285;13.187;1;9089.3;5870.25;587.025;9748.31;0.624;267.321;2;1;75;132;440;26.44;40;4.8;0.2;0.03;0.32;268;0.9;1.06;0.8;0.6;1.02;169;181;397;76203;0.002;0.01;-;-;-;-
3162.859;0.535;6.54;1;5657.76;2224.22;222.422;5746.77;0.863;217.783;2;1;34;134;401;42.92;24;1.3;0.17;0.19;0.44;160;1.3;1.1;0.8;0.6;1.01;336;306;242;88376;0.004;0.01;-;-;-;-
3879.328;0.245;7.325;1;3921.091;3436.37;343.637;4402.83;0.394;158.083;2;1;87;112;361;12.11;40;4.9;0.16;0.2;0.22;185;0.4;1.19;0.8;1;1.03;184;314;169;265101;0.004;0.01;-;-;-;-
449.418;0.172;1.765;0.45;726.81;726.81;72.681;664.253;0;212.818;2;1;55;113;364;5.17;13;3.7;0.16;0.02;0.03;278;1;1.03;0.9;1;0.98;330;204;393;15629;0.005;0.01;-;-;-;-
8750.324;0.522;16.156;1;11904.4;5597.36;559.736;12546.3;0.812;191.848;2;1;42;142;359;41.77;46;1.9;0.19;0.12;0.38;72;1.2;1.23;0.8;0.5;1.04;349;483;295;272444;0.004;0.01;-;-;-;-
12450.767;0.728;22.566;1;20581.68;7809.38;780.938;21754.6;0.898;198.03;2;1;42;63;428;37.99;44;3.8;0.19;0.04;0.01;173;0.4;1.2;0.7;0.5;1.03;262;337;468;229578;0.002;0.01;-;-;-;-
2544.049;0.348;5.116;1;2566.487;2566.41;256.641;3107.38;0.01;236.943;2;1;93;121;458;47.74;16;0.4;0.16;0.06;0.33;226;1.3;1.22;0.9;0.7;0.99;274;183;121;227389;0.001;0.01;-;-;-;-
3384.598;0.261;6.782;1;4028.12;4028.12;402.812;4167.22;0;224.773;2;1;52;23;396;30.09;43;0.1;0.19;0.03;0.11;254;1;1.01;0.8;0.3;1.03;168;452;368;286481;0.004;0.01;-;-;-;-
1732.706;0.4;4.082;1;1794.011;1504.01;150.401;1770.04;0.599;240.99;2;1;23;121;359;25.24;30;0.2;0.16;0.06;0.46;243;1.1;1.08;0.9;0.5;1.05;332;434;272;103605;0.001;0.01;-;-;-;-
928.702;0.143;2.54;0.697;1264.032;1204.86;120.486;1150.25;0.094;252.504;2;1;74;222;323;23.44;20;2.9;0.17;0.12;0.36;119;1.4;1.01;0.9;0.8;1.05;292;143;310;93095;0.002;0.01;-;-;-;-
2977.342;0.3;6.011;1;3447.261;3389.28;338.928;3250.06;0.017;196.007;2;1;63;67;363;7.95;33;0.7;0.16;0.13;0.09;273;0.5;1.03;0.7;0.5;1.04;278;393;371;160214;0.001;0.01;-;-;-;-
9550.673;0.35;16.312;1;7381.071;6878.13;687.813;8650.85;0.294;147.784;2;1;100;68;400;21.56;43;3.7;0.15;0.03;0.23;155;0.3;1.2;0.9;0.9;0.99;206;469;81;31568;0.005;0.01;-;-;-;-
11026.96;0.448;19.585;1;11964.93;6838.97;683.897;13592;0.708;221.455;2;1;62;68;434;16.14;42;3.2;0.2;0.04;0.09;89;0.7;1.24;0.9;0.4;1.01;213;74;271;61436;0.002;0.01;-;-;-;-
303.899;0.473;1.543;0.326;825.685;649.739;64.974;960.667;0.684;191.464;2;1;20;84;367;1.26;34;2.5;0.07;0.11;0.23;262;0.8;1.21;0.8;0.8;1.03;153;246;264;261384;0.003;0.01;-;-;-;-
855.326;0.153;2.382;0.454;1782.625;1756.3;175.63;2084.49;0.175;205.843;2;1;94;74;409;6.77;22;3.8;0.16;0.01;0.01;216;1.3;1.07;0.7;0.8;0.98;156;54;62;64551;0.004;0.01;-;-;-;-
-10.174;0.151;0.983;0.176;904.351;630.847;63.085;1009.23;0.559;264.061;2;1;87;116;481;4.72;8;5;0.18;0.1;0.41;202;1.3;1.01;0.7;0.5;0.99;165;54;144;148595;0.005;0.01;-;-;-;-
1678.338;0.273;3.719;1;4022.21;1801.6;180.16;4356.79;0.771;233.145;2;1;92;31;496;11.48;17;4.5;0.16;0.2;0.12;212;1.3;1.15;0.7;0.5;0.98;226;396;94;135361;0.004;0.01;-;-;-;-
6098.79;0.314;10.828;1;5944.165;5353.36;535.336;5868.24;0.364;232.483;2;1;96;42;478;8.72;33;1.2;0.15;0.07;0.47;249;0.9;1.05;0.8;0.4;1.01;320;250;78;87422;0.005;0.01;-;-;-;-
2870.94;0.275;5.806;1;3853.44;1960.37;196.037;3812.2;0.744;220.074;2;1;67;102;337;10.15;22;4.7;0.15;0.1;0.24;237;1;1.07;0.9;0.3;1.03;300;103;308;50855;0.005;0.01;-;-;-;-
11764.34;0.379;20.307;1;12688;9615.74;961.574;11881.1;0.55;204.159;2;1;82;123;406;24.03;45;3.1;0.18;0;0.13;153;0.9;1.01;0.7;0.5;1.04;323;216;168;112257;0.004;0.01;-;-;-;-
2506.282;0.348;5.034;1;2731.069;2484.45;248.445;2865.87;0.344;205.893;2;1;97;85;426;29.45;14;2.7;0.16;0.08;0.23;119;0.8;1.07;0.8;0.8;0.99;256;199;83;92327;0.001;0.01;-;-;-;-
3939.333;0.417;7.833;1;4086.751;3243.97;324.397;4593.11;0.492;198.906;2;1;41;140;395;14.81;36;3.9;0.17;0;0.12;242;0.5;1.22;0.8;1;1.05;223;145;244;225466;0.005;0.01;-;-;-;-
4718.882;0.486;9.265;1;9933.2;3117.89;311.789;10656;0.867;269.592;2;1;34;187;451;21.26;37;3.4;0.2;0.18;0.04;211;1.4;1.25;0.8;0.5;0.98;344;79;229;296904;0.003;0.01;-;-;-;-
570.15;0.224;1.948;0.479;1079.437;863.717;86.372;1087.76;0.54;191.12;2;1;72;69;437;3.04;11;4.9;0.15;0.07;0.18;163;1;1.09;0.8;0.5;1.03;251;331;108;152092;0.004;0.01;-;-;-;-
5980.642;0.566;11.373;1;7148.5;3261.59;326.159;7091.11;0.806;219.613;2;1;41;129;426;9.96;21;3.5;0.19;0.08;0.27;58;0.5;1.01;0.9;0.3;0.99;333;122;341;262320;0.003;0.01;-;-;-;-
736.362;0.439;2.228;0.532;1304.75;1304.75;130.475;1517.58;0;179.393;2;1;70;97;447;12.44;7;0.7;0.19;0.07;0.42;142;0.3;1.15;0.7;0.5;1;181;295;101;95550;0.003;0.01;-;-;-;-
13569.379;0.482;23.416;1;23189.67;7258.87;725.887;23986.5;0.871;225.173;2;1;77;57;479;20.52;43;4.2;0.15;0.1;0.2;148;0.8;1.12;0.9;0.3;1.02;209;489;143;170555;0.002;0.01;-;-;-;-
621.654;0.086;1.998;0.393;1843.947;1489.63;148.963;2019.64;0.201;320.715;2;1;99;55;396;29.3;34;3;0.18;0.2;0.49;130;1.3;1.07;0.7;0.9;1.04;286;407;412;11199;0.001;0.01;-;-;-;-
2132.312;0.754;4.793;1;5150.585;830.625;83.062;5254.86;1;248.12;2;1;23;174;419;45.61;10;1.3;0.17;0.18;0.21;151;0.2;1.15;0.9;0.3;1.04;189;457;187;145956;0.005;0.01;-;-;-;-
3082.214;0.595;6.406;1;3957.57;1817.22;181.722;3928.39;0.915;241.829;2;1;33;34;443;30.1;14;0.6;0.18;0.07;0.09;235;0.9;1.01;0.8;0.5;1.03;238;326;318;104783;0.004;0.01;-;-;-;-
1888.984;0.378;4.125;1;3088.48;1299.18;129.918;3175.69;0.813;190.241;2;1;76;58;389;2.11;34;4;0.05;0.19;0.12;175;0.7;1.17;0.9;0.3;1.04;292;302;197;252309;0.002;0.01;-;-;-;-
6595.948;0.379;11.712;1;7950.32;6497.11;649.711;8865.5;0.463;186.044;2;1;90;57;434;43.08;42;2.7;0.15;0.11;0.42;175;1;1.11;0.7;1;0.98;186;209;477;63660;0.003;0.01;-;-;-;-
-25.301;0.462;0.958;0.169;678.832;413.358;41.336;751.012;0.847;254.18;2;1;65;107;469;20.81;3;0.5;0.16;0.18;0.28;155;0.7;1.13;0.8;0.4;0.99;199;132;284;64836;0.004;0.01;-;-;-;-
1977.594;0.264;4.478;1;2082.08;2082.08;208.208;2464.86;0;249.161;2;1;31;195;389;35.18;46;0.2;0.18;0.04;0.07;142;1.3;1.2;0.9;1;1.02;247;283;468;269029;0.001;0.01;-;-;-;-
4221.99;0.523;8.458;1;7288.44;3518.48;351.848;7516.14;0.777;300.077;2;1;28;199;464;17.69;41;2.6;0.19;0.12;0.06;284;1.4;1.09;0.7;0.6;1.04;255;75;209;70399;0.005;0.01;-;-;-;-
-332.661;0.468;0.417;0.026;288.551;210.687;21.069;315.873;0.589;260.594;2;1;33;234;365;49.14;3;1.9;0.16;0.18;0.02;199;1.3;1.15;0.9;1;1.03;236;429;171;185666;0.005;0.01;-;-;-;-
5515.581;0.29;9.888;1;6908.35;5725.7;572.57;6542.1;0.475;254.75;2;1;96;104;350;48.09;35;1.8;0.16;0.07;0.22;252;1.1;1.03;0.7;0.3;1.04;332;72;376;21576;0.004;0.01;-;-;-;-
4094.486;0.314;7.65;1;3854;3854;385.4;3749.08;0;144.826;2;1;90;127;450;47.49;20;0.8;0.18;0.04;0.03;164;0.3;1.01;0.8;1;0.99;234;245;290;290331;0.005;0.01;-;-;-;-
2512.326;0.29;5.028;1;3047.786;3010.19;301.019;2949.73;0.054;191.662;2;1;100;37;410;44.06;19;2.2;0.16;0.12;0.12;279;0.8;1.04;0.7;1;1;295;367;228;20030;0.005;0.01;-;-;-;-
1604.873;0.486;3.69;0.953;2012.571;1699.09;169.909;2232.84;0.45;312.722;2;1;66;42;454;49.97;9;2.1;0.17;0.05;0.45;144;0.5;1.09;0.8;0.6;1;216;195;181;25762;0.001;0.01;-;-;-;-
-153.729;0.736;0.726;0.078;394.998;241.045;24.104;419.055;0.857;288.633;2;1;21;204;467;10.29;3;1.3;0.15;0.01;0.35;68;0.3;1.14;0.8;0.6;1.05;236;285;354;254411;0.003;0.01;-;-;-;-
4256.583;0.224;8.252;1;3746.79;3746.79;374.679;3628.37;0;199.062;2;1;54;64;392;32.42;47;0.1;0.18;0.01;0.41;210;1.1;1.05;0.8;0.6;0.99;311;68;300;143151;0.005;0.01;-;-;-;-
4372.81;0.339;8.272;1;5364.09;3580.08;358.008;5732.82;0.631;248.95;2;1;72;197;362;25.6;28;3.1;0.16;0.06;0.06;130;1;1.1;0.8;0.4;0.98;279;422;207;100983;0.004;0.01;-;-;-;-
1038.309;0.396;2.667;0.543;2024.505;1828.43;182.843;2391.03;0.411;270.609;2;1;99;171;451;49.49;11;0.6;0.15;0.13;0.37;157;0.7;1.22;0.7;0.5;1.05;210;499;258;30749;0.004;0.01;-;-;-;-
1716.694;0.25;3.889;1;1791.429;1702.68;170.268;1738.87;0.285;239.493;2;1;63;177;466;3.13;20;4.1;0.16;0.09;0.33;93;0.5;1.04;0.8;0.6;1;327;357;75;148560;0.002;0.01;-;-;-;-
3225.781;0.427;6.666;1;5517.13;2753.87;275.387;6160.54;0.758;273.962;2;1;32;106;382;19.59;35;3.5;0.2;0.07;0.46;274;0.9;1.24;0.7;0.5;1;282;359;186;12818;0.004;0.01;-;-;-;-
4860.458;0.69;9.454;1;8577.87;3369.38;336.938;9088.49;0.904;250.118;2;1;39;148;482;37.71;22;2.2;0.19;0.1;0.4;173;0.7;1.21;0.7;0.5;1.04;287;72;261;113067;0.004;0.01;-;-;-;-
7166.303;0.544;12.965;1;7887.79;4821.31;482.131;8603.25;0.707;158.903;2;1;69;25;332;41.06;28;3;0.16;0.1;0.44;261;0.5;1.21;0.8;0.5;1;314;433;57;266103;0.005;0.01;-;-;-;-
-94.114;0.479;0.846;0.135;511.07;427.208;42.721;528.294;0.725;200.448;2;1;82;69;426;11.3;2;0.5;0.17;0.16;0.45;62;0.2;1.04;0.7;0.3;1.01;196;62;210;218686;0.002;0.01;-;-;-;-
4060.758;0.51;7.985;1;4725.933;4567.28;456.728;5364.07;0.216;184.538;2;1;47;150;313;42.13;43;1.6;0.15;0.15;0.23;248;0.3;1.15;0.7;0.9;0.99;245;357;94;202662;0.002;0.01;-;-;-;-
4215.466;0.643;8.182;1;7028.54;2130.47;213.047;7273.22;0.913;156.432;2;1;54;34;417;34.69;14;4.8;0.17;0.2;0.06;51;0.3;1.16;0.9;0.5;1.05;156;78;348;100249;0.005;0.01;-;-;-;-
6610.395;0.503;12.578;1;25110.52;4336.92;433.692;25031.5;0.94;199.734;2;1;34;120;379;42.9;35;4.8;0.2;0.04;0.4;145;1.5;1.02;0.7;0.3;1;305;243;478;175578;0.005;0.01;-;-;-;-
667.122;0.188;2.129;0.388;1376.37;1376.37;137.637;1681.51;0;249.931;2;1;59;213;394;40.62;18;0.9;0.2;0;0.24;167;1.4;1.15;0.8;1;0.98;213;124;232;63104;0.004;0.01;-;-;-;-
-431.149;0.302;0.242;0;269.706;217.373;21.737;297.698;0.399;219.833;2;1;31;40;365;1.91;16;0.5;0.05;0.16;0.31;269;1.4;1.16;0.7;0.5;1.01;255;189;241;106488;0.005;0.01;-;-;-;-
629.867;0.266;2.015;0.543;1422.907;787.486;78.749;1372.26;0.69;273.338;2;1;96;224;398;32.77;5;3;0.18;0.11;0.44;252;1.3;1.01;0.9;0.3;1.02;341;154;486;247091;0.004;0.01;-;-;-;-
5320.25;0.422;9.652;1;4995.98;4649.46;464.946;4738.58;0.307;87.034;2;1;89;22;410;24.46;23;2.4;0.17;0.14;0.1;70;0.6;1.1;0.7;1;1.05;313;266;54;193207;0.005;0.01;-;-;-;-
-439;0.046;0.221;0;76.87;76.87;7.687;0;0;120.37;2;1;25;96;336;0.08;26;2.1;0.08;0.05;0.05;101;1.4;1.2;0.8;0.5;1;348;493;326;99543;0.003;0.01;-;-;-;-
599.887;0.542;2.067;0.628;1098.691;637.118;63.712;1135.93;0.714;205.158;2;1;23;64;476;4.5;11;3.3;0.15;0.1;0.26;128;0.9;1.1;0.9;0.8;1.04;224;107;419;194632;0.002;0.01;-;-;-;-
507.197;0.697;1.902;0.651;1940.167;493.507;49.351;1984.34;0.943;316.711;2;1;23;161;456;28.7;5;1.9;0.19;0.12;0.26;59;0.8;1.09;0.9;0.3;1.01;269;138;330;35931;0.002;0.01;-;-;-;-
15199.284;0.536;25.589;1;17211.91;8814.36;881.436;19059.5;0.762;152.969;2;1;93;75;439;42.41;40;3.1;0.17;0.17;0.13;73;0.6;1.21;0.9;0.5;0.98;226;131;178;276327;0.003;0.01;-;-;-;-
3137.192;0.29;3.822;1;4083.557;3332.92;333.292;4520.04;0.353;220.659;4;1;251;31;328;24.66;9;2.4;0.18;0.2;0.2;207;1.3;1.17;0.9;0.6;1;271;414;381;20000;0.003;0.01;1490;1120;13;13
-79.503;0.207;0.928;0.159;781.821;758.385;75.838;735.502;0.03;162.064;4;1;323;136;361;16.89;2;0.7;0.16;0.12;0.46;132;0.8;1.04;0.8;0.9;1.03;249;445;432;171000;0.005;0.01;1460;640;4;15
-635.346;0.026;0.34;0;181.886;156.183;15.618;0;0.141;191.618;4;1;170;137;249;1.81;10;4.5;0.13;0.2;0.2;225;1.3;1.16;0.7;0.7;0.98;323;360;199;208000;0.004;0.01;420;1760;5;13
8816.867;0.637;10.557;1;16697.31;3858.81;385.881;17636.6;0.965;205.226;4;1;107;10;324;46.14;12;4.4;0.18;0.18;0.21;149;1.2;1.21;0.9;0.6;0.99;166;59;393;156000;0.004;0.01;1350;1780;4;10
40746.965;0.434;39.658;1;31180.26;27964.2;2796.42;33978.4;0.426;228.484;4;1;370;58;301;48.01;32;2.8;0.17;0.05;0.44;99;0.3;1.16;0.9;0.3;1.04;265;219;91;274000;0.005;0.01;1150;470;2;10
2074.802;0.52;3.2;1;2805.794;2280.06;228.006;3121.36;0.645;272.448;4;1;177;197;418;33.35;4;2.2;0.2;0.12;0.39;66;0.3;1.19;0.7;0.6;1.03;305;446;99;207000;0.002;0.01;580;1710;7;7
21404.276;0.429;24.406;1;31820.7;16920.1;1692.01;33190.4;0.803;239.047;4;1;175;195;448;32.63;44;0.8;0.15;0.15;0.46;172;1.1;1.04;0.7;0.5;1;176;275;325;246000;0.004;0.01;400;370;10;9
15505.373;0.336;15.042;1;26573.27;9732.17;973.217;29024.1;0.851;295.179;4;1;308;156;452;49.47;20;4.5;0.18;0.19;0.3;97;1.3;1.2;0.8;0.6;0.99;245;286;122;52000;0.002;0.01;950;1200;7;15
42774.852;0.562;48.287;1;33034.46;23367.5;2336.75;38682.9;0.694;356.712;4;1;159;173;466;26.46;44;4.1;0.2;0.06;0.37;56;0.4;1.25;0.9;0.5;1.02;301;134;159;117000;0.001;0.01;1100;850;2;11
18458.665;0.456;22.349;1;17997.9;9160.36;916.036;18000.3;0.82;246.607;4;1;88;155;373;9.47;45;4.7;0.15;0.08;0.25;139;1.5;1.09;0.9;0.8;1.05;331;53;182;61000;0.003;0.01;520;1160;7;10
4452.457;0.498;5.057;1;4344.59;3172.99;317.299;4328.59;0.696;120.272;4;1;273;127;412;43.1;5;4.3;0.15;0.14;0.41;185;0.4;1.06;0.9;1;1.05;189;436;265;208000;0.005;0.01;1940;1210;13;6
34508.696;0.548;34.226;1;41464.4;21076.5;2107.65;44359.6;0.806;249.897;4;1;301;96;463;36.71;26;4.3;0.18;0.2;0.21;199;0.3;1.12;0.8;0.4;1.02;168;242;361;241000;0.004;0.01;520;1860;7;6
5468.535;0.157;6.676;1;4706.066;4705.82;470.582;4721.28;0;223.22;4;1;251;122;300;31.15;23;3.9;0.15;0.05;0.16;87;1;1.09;0.9;1;1.03;266;371;482;68000;0.002;0.01;820;610;9;5
7022.871;0.385;7.786;1;6628.588;5941.18;594.118;6751.15;0.32;108.425;4;1;242;71;408;34.57;12;3.9;0.18;0.17;0.37;127;0.9;1.08;0.9;0.9;1.03;181;249;407;202000;0.003;0.01;1910;1450;10;3
11122.978;0.044;10.971;1;3690.99;3690.99;369.099;0;0;124.001;4;1;385;148;282;40.32;34;0.9;0.16;0.05;0.29;116;1.2;1.01;0.8;1;0.99;344;76;199;74000;0.003;0.01;1820;1800;3;3
5206.029;0.184;5.382;1;7973.76;6146.83;614.683;8945.4;0.366;162.902;4;1;407;53;305;27.66;16;3.1;0.2;0.17;0.43;170;1.5;1.25;0.7;0.7;1.01;226;243;312;143000;0.002;0.01;1070;990;10;13
8920.105;0.293;9.311;1;9882.79;7635.97;763.597;11594.4;0.61;294.342;4;1;369;157;459;33.25;12;3.2;0.2;0.07;0.09;104;1.3;1.24;0.8;0.6;1.02;285;468;258;55000;0.003;0.01;710;690;4;12
5676.54;0.224;5.838;1;5209.939;5202.63;520.263;6350.54;0.035;147.494;4;1;347;171;243;43.51;13;4.3;0.17;0.01;0.3;203;1.1;1.25;0.9;0.9;1.01;177;121;214;239000;0.001;0.01;1820;830;9;15
36024.94;0.437;35.253;1;33846.05;27571.8;2757.18;36880.4;0.682;166.6;4;1;262;141;427;21.91;50;3.6;0.15;0.06;0.14;169;1.2;1.14;0.8;0.6;1;244;281;86;126000;0.005;0.01;1910;1460;9;4
19325.474;0.242;18.615;1;16682.763;15957;1595.7;16091.3;0.044;158.421;4;1;293;197;334;9.8;43;2.7;0.17;0.15;0.39;81;0.6;1.09;0.7;0.9;0.99;315;185;276;121000;0.005;0.01;1150;920;9;14
33540.47;0.699;36.378;1;33067;12954.2;1295.42;34898.5;0.969;170.888;4;1;93;52;461;19.77;40;2.9;0.15;0.03;0.31;108;0.8;1.18;0.9;0.9;1;331;480;178;97000;0.005;0.01;1460;570;10;15
53374.122;0.54;55.85;1;40028.53;32363.6;3236.36;45031.2;0.591;159.79;4;1;226;59;397;46.54;43;3.9;0.19;0.01;0.16;174;0.2;1.21;0.8;1;0.99;342;123;326;261000;0.003;0.01;1150;780;5;10
2506.011;0.016;3.318;1;1916.322;1448.48;144.848;0;0.243;209.118;4;1;388;77;347;12.52;40;1.6;0.19;0.19;0.2;61;1.4;1.08;0.7;0.3;1.02;301;460;165;212000;0.001;0.01;1350;1340;6;1
32236.851;0.479;29.723;1;59804.5;20499.1;2049.91;64458.3;0.925;168.158;4;1;213;65;299;20.83;46;2.7;0.17;0.18;0.47;87;0.6;1.25;0.7;0.3;0.99;247;263;319;229000;0.001;0.01;1590;1990;14;12
5945.842;0.231;7.146;1;6384.206;6367.16;636.716;6476.22;0.018;127.852;4;1;268;75;323;18.28;16;4.5;0.2;0.09;0.11;231;0.4;1.08;0.7;1;1.05;160;275;225;269000;0.004;0.01;930;960;5;5
1670.78;0.092;2.415;1;1653.965;1627.49;162.749;1152.88;0.016;165.411;4;1;429;55;398;15.71;8;2.1;0.16;0.12;0.41;196;0.5;1.14;0.7;1;1.04;329;276;456;95000;0.005;0.01;730;1910;14;2
4310.216;0.201;5.323;1;4995.932;4961.15;496.115;6015.47;0.007;153.434;4;1;229;16;257;8.86;25;2;0.15;0.12;0.03;138;0.4;1.25;0.7;0.7;1.01;189;163;161;297000;0.003;0.01;730;1640;9;6
4642.299;0.056;6.015;1;1460.554;1394.51;139.451;0;0;70.411;4;1;131;11;263;23.4;35;4.1;0.18;0.19;0.07;107;0.5;1.07;0.8;0.6;0.99;336;109;225;278000;0.001;0.01;1550;1720;2;9
15530.638;0.273;16.526;1;27935.39;18115.1;1811.51;33070.9;0.573;244.529;4;1;336;90;396;27.19;49;1.2;0.15;0.2;0.25;161;1.4;1.21;0.7;0.4;1.02;156;177;83;258000;0.005;0.01;320;470;2;11
879.962;0.164;1.782;0.562;1745.224;1313.32;131.332;1683.13;0.279;195.288;4;1;344;158;420;6.76;5;1.2;0.15;0.18;0.38;56;1.3;1.11;0.9;0.4;0.99;321;413;94;241000;0.004;0.01;1520;1070;9;9
37270.674;0.277;33.813;1;24666.9;24666.9;2466.69;22952.1;0;96.586;4;1;343;44;252;39.84;47;1.5;0.15;0.06;0.36;158;0.3;1.05;0.9;0.7;1.03;235;184;263;236000;0.004;0.01;1540;1170;12;7
37346.839;0.477;35.494;1;32141.56;27616.6;2761.66;34485.4;0.593;202.202;4;1;286;105;452;45.71;40;3.2;0.15;0.03;0.13;56;1;1.13;0.8;1;1.01;293;391;366;120000;0.002;0.01;1820;1130;9;8
-316.234;0.142;0.728;0.105;636.136;635.924;63.592;643.043;0.002;180.617;4;1;363;96;403;8.99;2;4;0.2;0.03;0.12;81;1.1;1.23;0.8;1;1.04;293;385;177;76000;0.001;0.01;860;540;15;13
304.588;0.178;1.281;0.28;1024.04;1024.04;102.404;1080.51;0;111.557;4;1;309;80;376;24.04;3;1.4;0.18;0.02;0.08;112;0.3;1.16;0.8;1;1.01;196;63;150;168000;0.005;0.01;1180;1810;10;4
29299.934;0.718;30.411;1;40729.9;13918.1;1391.81;41406.8;0.941;197.015;4;1;125;135;412;10.4;26;4.6;0.19;0.12;0.02;60;0.2;1.12;0.7;0.4;1.03;347;417;381;182000;0.001;0.01;1220;1330;11;14
18319.932;0.436;19.544;1;16993.409;16404.5;1640.45;17855.8;0.11;152.109;4;1;201;158;286;48.2;30;3.8;0.2;0.13;0.47;138;0.5;1.09;0.8;0.9;0.99;262;293;70;113000;0.001;0.01;1910;1980;2;6
3381.828;0.122;4.851;1;4194.22;4194.22;419.422;4140.37;0;214.279;4;1;150;150;362;2.12;43;1.8;0.14;0.06;0.25;178;0.7;1.03;0.7;0.5;1.03;229;51;178;222000;0.002;0.01;1450;370;6;5
2695.574;0.551;3.947;1;3098.75;1738.53;173.853;3370.2;0.747;241.236;4;1;157;11;497;23.12;4;4.3;0.16;0.04;0.3;216;0.5;1.2;0.9;0.9;1.03;276;67;215;174000;0.004;0.01;410;630;10;10
